original_id,original_txt_name,original_jpg_name,new_name,words_used,status
1326,1326_en_US_notes_contacts___PART043_227.txt,1326 called Nina Neighbor about send notes fr.jpg,called nina neighbor,3,renamed
1327,1327_en_US_notes_contacts___PART043_228.txt,1327 txtd Sofia Library Contact.jpg,txtd sofia,2,renamed
1328,1328_en_US_notes_contacts___PART043_229.txt,1328 check with Rafael Foster Dermatologist f.jpg,check with rafael,3,renamed
1329,1329_en_US_notes_contacts___PART043_230.txt,1329 camila Miller Optometrist 602-577-1768.jpg,camila miller,2,renamed
1330,1330_en_US_notes_contacts___PART043_231.txt,1330 marcus Bailey Bike Shop 646 668 3544.jpg,marcus bailey,2,renamed
1331,1331_en_US_notes_contacts___PART043_232.txt,1331 tucker Bailey - group run starts near th.jpg,tucker bailey,2,renamed
1332,1332_en_US_notes_contacts___PART043_233.txt,1332 bella Rivera - coordinate carpool in New.jpg,bella rivera,2,renamed
1333,1333_en_US_notes_contacts___PART043_234.txt,1333 Parker.jpg,parker pbennett,2,renamed
1334,1334_en_US_notes_contacts___PART043_235.txt,1334 Tucker Coelman - ask abouut storage unit.jpg,tucker coelman,2,renamed
1335,1335_en_US_notes_contacts___PART043_236.txt,1335 camila Mendz.jpg,camila mendz,2,renamed
1336,1336_en_US_notes_contacts___PART043_237.txt,1336 derek Dermatologist 310 8237809.jpg,derek dermatologist,2,renamed
1337,1337_en_US_notes_contacts___PART043_238.txt,1337 call Caelb Runing Club Lead about group .jpg,call caelb,2,renamed
1338,1338_en_US_notes_contacts___PART043_239.txt,1338 fiona Patel.jpg,fiona patel 617,3,renamed
1339,1339_en_US_notes_contacts___PART043_240.txt,1339 mila - suit alterations for the wedding.jpg,mila suit,2,renamed
1340,1340_en_US_notes_contacts___PART044_241.txt,1340 txtd Maya Shelter Contact 919 9417112.jpg,txtd maya,2,renamed
1341,1341_en_US_notes_contacts___PART044_242.txt,1341 andre Bennett Barber 3109724357.jpg,andre bennett,2,renamed
1342,1342_en_US_notes_contacts___PART044_243.txt,1342 called Owen Diaz Nail Tech 2674656183  o.jpg,called owen,2,renamed
1343,1343_en_US_notes_contacts___PART044_244.txt,1343 Nian - ask about retainer cost.jpg,nian ask,2,renamed
1344,1344_en_US_notes_contacts___PART044_245.txt,1344 call Owen Sullivan Cat Sitting aboout fo.jpg,call owen,2,renamed
1345,1345_en_US_notes_contacts___PART044_246.txt,1345 rafael.jpg,rafael music,2,renamed
1346,1346_en_US_notes_contacts___PART044_247.txt,1346 mateo Morgan Florist 9195988914.jpg,mateo morgan,2,renamed
1347,1347_en_US_notes_contacts___PART044_248.txt,1347 griffin - score sheet from last game in .jpg,griffin score,2,renamed
1348,1348_en_US_notes_contacts___PART044_249.txt,1348 kara Morgan - ckean gutters  downspouts.jpg,kara morgan,2,renamed
1349,1349_en_US_notes_contacts___PART044_250.txt,1349 reese.jpg,reese 901,2,renamed
1350,1350_en_US_notes_contacts___PART044_251.txt,1350 Leo Morgan.jpg,leo morgan,2,renamed
1351,1351_en_US_notes_contacts___PART044_252.txt,1351 wesely - swing beginner class on wed eve.jpg,wesely swing,2,renamed
1352,1352_en_US_notes_contacts___PART044_253.txt,1352 dylan Tutor 3054594207.jpg,dylan tutor,2,renamed
1353,1353_en_US_notes_contacts___PART044_254.txt,1353 hit up Reese Appliance Repair 267 461 41.jpg,hit up reese,3,renamed
1354,1354_en_US_notes_contacts___PART044_255.txt,1354 jordan Prive - confirm esrow details.jpg,jordan prive,2,renamed
1355,1355_en_US_notes_contacts___PART044_256.txt,1355 Fiona Miller.jpg,fiona miller,2,renamed
1356,1356_en_US_notes_contacts___PART044_257.txt,1356 maya Hayes.jpg,maya hayes,2,renamed
1357,1357_en_US_notes_contacts___PART044_258.txt,1357 leo Patwl Hairdresser 754-605-4726.jpg,leo patwl,2,renamed
1358,1358_en_US_notes_contacts___PART044_259.txt,1358 Lucia Foater - beginner swim lesson time.jpg,lucia foater,2,renamed
1359,1359_en_US_notes_contacts___PART044_260.txt,1359 Andre Hughes - ask about rettainer cost .jpg,andre hughes,2,renamed
1360,1360_en_US_notes_contacts___PART045_261.txt,1360 check with Eboni Bennett Dry Cleaner abo.jpg,check with eboni bennett,4,renamed
1361,1361_en_US_notes_contacts___PART045_262.txt,1361 eboni Reed Dermatologist Philadelpha 801.jpg,eboni reed,2,renamed
1362,1362_en_US_notes_contacts___PART045_263.txt,1362 mila Hayes Title Company 646 678 6791.jpg,mila hayes,2,renamed
1363,1363_en_US_notes_contacts___PART045_264.txt,1363 avery Baley Coworker 4047187735.jpg,avery baley,2,renamed
1364,1364_en_US_notes_contacts___PART045_265.txt,1364 mila Morgan College Advisor Omaha 267301.jpg,mila morgan,2,renamed
1365,1365_en_US_notes_contacts___PART045_266.txt,1365 evan Morgan Claims Adjuster 415 529 2516.jpg,evan morgan,2,renamed
1366,1366_en_US_notes_contacts___PART045_267.txt,1366 talked to Kara Real Estate Agent abiut s.jpg,talked to kara,3,renamed
1367,1367_en_US_notes_contacts___PART045_268.txt,1367 check with Tuckre Reed Eection Volunteer.jpg,check with tuckre,3,renamed
1368,1368_en_US_notes_contacts___PART045_269.txt,1368 noah Benett.jpg,noah benett,2,renamed
1369,1369_en_US_notes_contacts___PART045_270.txt,1369 eboni Rivera Dry Cleaner 8052323219.jpg,eboni rivera,2,renamed
1370,1370_en_US_notes_contacts___PART045_271.txt,1370 check with Mateo Rivera Golf Coach from .jpg,check with mateo,3,renamed
1371,1371_en_US_notes_contacts___PART045_272.txt,1371 miles Mendez Nail Tech Nashville 2676732.jpg,miles mendez,2,renamed
1372,1372_en_US_notes_contacts___PART045_273.txt,1372 noah Sterling Boxing Coach 305-606-4277.jpg,noah sterling,2,renamed
1373,1373_en_US_notes_contacts___PART045_274.txt,1373 talked to Jordan Brooks Physical Therapy.jpg,talked to jordan,3,renamed
1374,1374_en_US_notes_contacts___PART045_275.txt,1374 check with Marcus Driving Instructor 201.jpg,check with marcus,3,renamed
1375,1375_en_US_notes_contacts___PART045_276.txt,1375 noah - finanxial aid foem deadline.jpg,noah finanxial,2,renamed
1376,1376_en_US_notes_contacts___PART045_277.txt,1376 dylan Foster.jpg,dylan foster,2,renamed
1377,1377_en_US_notes_contacts___PART045_278.txt,1377 nina Appliance Repair 919 252 7438.jpg,nina appliance,2,renamed
1378,1378_en_US_notes_contacts___PART045_279.txt,1378 lucia Bailey.jpg,lucia bailey,2,renamed
1379,1379_en_US_notes_contacts___PART045_280.txt,1379 derek Mendez.jpg,derek mendez,2,renamed
1380,1380_en_US_notes_contacts___PART046_281.txt,1380 parker Mortgsge Broker 805 820 7902.jpg,parker mortgsge,2,renamed
1381,1381_en_US_notes_contacts___PART046_282.txt,1381 met Mila Sterling Reservations 470312127.jpg,met mila,2,renamed
1382,1382_en_US_notes_contacts___PART046_283.txt,1382 Eboni.jpg,eboni 901,2,renamed
